0,0.003906
1,0.020833
2,0.059028
3,0.113426
4,0.163387
5,0.185442
6,0.170739
7,0.129658
8,0.081946
9,0.043219
10,0.018971
11,0.006868
12,0.002017
13,0.000467
14,0.000081
15,0.000010
16,0.000001
